objectid,cdmid,title,interviewee,interviewer,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,youtubeid,fileid,collectionid
tchp469,469,"Corinne and Grant Larson, photograph",,,,,,,,,University of Washington Tacoma Community History Project,chp2011-08photograph1,Image,image/jpg,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp470,470,"Donald R. Tjossem, research essay",,,,,,,,,University of Washington Tacoma Community History Project,chp2011-08essay,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp471,471,"Grant Larson, interview transcript",,,,,,,,,University of Washington Tacoma Community History Project,chp2011-08transcript1,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp472,472,"Corinne and Grant Larson, interview transcript",,,,,,,,,University of Washington Tacoma Community History Project,chp2011-08transcript2,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp473,473,Project bibliography,,,,,,,,,University of Washington Tacoma Community History Project,chp2011-08bibliography,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp474,474,Taylor Bay History: An Interview with Grant Larson,"Larson, Grant; Larson, Corinne","Tjossem, Donald R.",2011,"In this pair of interviews, Grant and Corinne Larson describe life in the Taylor Bay community of Key Peninsula. Grant Larson, a Taylor Bay native whose grandparents immigrated to the area in 1857, shares stories from his childhood, comments on his early fishing and logging careers, and reflects on how the community has changed since his youth. Corinne Larson describes the rural lifestyle of Taylor Bay in the 1950s and also talks about their time as a husband-and-wife fishing team in Alaska.",,United States -- Washington (State) -- Key Peninsula,,,University of Washington Tacoma Community History Project,chp2011-08,image,cpd,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp475,475,"Cecelia La Pointe-Gorman, research essay",,,,,,,,,University of Washington Tacoma Community History Project,chp2009-05essay,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp476,476,"Ramona Bennett, interview transcript 1",,,,,,,,,University of Washington Tacoma Community History Project,chp2009-05transcript1,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp477,477,"Ramona Bennett, audio 1",,,,,,,,,University of Washington Tacoma Community History Project,chp2009-05audio1,Audio,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp478,478,"Ramona Bennett and Suzette Mills, interview transcript 2",,,,,,,,,University of Washington Tacoma Community History Project,chp2009-05transcript2,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp479,479,"Ramona Bennett and Suzette Mills, audio 2",,,,,,,,,University of Washington Tacoma Community History Project,chp2009-05audio2,Audio,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp480,480,"Ramona Bennett and Suzette Mills, interview transcript 3",,,,,,,,,University of Washington Tacoma Community History Project,chp2009-05transcript3,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp481,481,"Ramona Bennett and Suzette Mills, audio 3",,,,,,,,,University of Washington Tacoma Community History Project,chp2009-05audio3,Audio,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp482,482,"Ramona Bennett, interview transcript 4",,,,,,,,,University of Washington Tacoma Community History Project,chp2009-05transcript4,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp483,483,"Ramona Bennett, audio 4",,,,,,,,,University of Washington Tacoma Community History Project,chp2009-05audio4,Audio,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp484,484,"Ramona Bennett, interview transcript 5",,,,,,,,,University of Washington Tacoma Community History Project,chp2009-05transcript5,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp485,485,"Ramona Bennett, audio 5",,,,,,,,,University of Washington Tacoma Community History Project,chp2009-05audio5,Audio,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp486,486,"Ramona Bennett, audio 6",,,,,,,,,University of Washington Tacoma Community History Project,chp2009-05audio6,Audio,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp487,487,"Ramona Bennett, interview transcript 6",,,,,,,,,University of Washington Tacoma Community History Project,chp2009-05transcript6,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp488,488,"Ramona Bennett, audio 7",,,,,,,,,University of Washington Tacoma Community History Project,chp2009-05audio7,Audio,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp489,489,"Ramona Bennett, interview transcript 7",,,,,,,,,University of Washington Tacoma Community History Project,chp2009-05transcript7,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp490,490,"Ramona Bennett, audio 8",,,,,,,,,University of Washington Tacoma Community History Project,chp2009-05audio8,Audio,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp491,491,"Ramona Bennett, audio 9",,,,,,,,,University of Washington Tacoma Community History Project,chp2009-05audio9,Audio,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp492,492,"Ramona Bennett, audio 10",,,,,,,,,University of Washington Tacoma Community History Project,chp2009-05audio10,Audio,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp493,493,"Ramona Bennett, audio 11",,,,,,,,,University of Washington Tacoma Community History Project,chp2009-05audio11,Audio,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp494,494,"Ramona Bennett, audio 12",,,,,,,,,University of Washington Tacoma Community History Project,chp2009-05audio12,Audio,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp495,495,Project bibliography,,,,,,,,,University of Washington Tacoma Community History Project,chp2009-05bibliography,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp496,496,Ramona Bennett: Puyallup Tribal Indian Activist,"Bennett, Ramona; Mills, Suzette","La Pointe-Gorman, Cecelia; Nagel, Matt; Milas, Cheryl; Johnson, Clare; Quinn, Dawn; Octuck, David; Anderson, Brent",2009,"Tribal leader Ramona Bennett discusses her forty years of advocacy work on behalf of the Puyallup Tribe and the Pacific Northwest Native American community. The interviews focus in particular on Bennetts time on the Puyallup Tribal Council (1968-1979), during which she campaigned for much-needed social and healthcare services. Other areas of focus include Bennetts involvement with the fish-in movement and the history of Cushman Hospital.",,United States -- Washington (State) -- Tacoma,,,University of Washington Tacoma Community History Project,chp2009-05,text,cpd,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp497,497,"Wilmott Ragsdale, photograph",,,,,,,,,University of Washington Tacoma Community History Project,chp2007-07photograph,Image,image/jpg,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp498,498,"Alicia J. Carter, research essay",,,,,,,,,University of Washington Tacoma Community History Project,chp2007-07essay,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp499,499,"Wilmott Ragsdale, interview transcript",,,,,,,,,University of Washington Tacoma Community History Project,chp2007-07transcript,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp500,500,"Wilmott Ragsdale, audio 1",,,,,,,,,University of Washington Tacoma Community History Project,chp2007-07audio1,Audio,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp501,501,"Wilmott Ragsdale, audio 2",,,,,,,,,University of Washington Tacoma Community History Project,chp2007-07audio2,Audio,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp502,502,"Wilmott Ragsdale, audio 3",,,,,,,,,University of Washington Tacoma Community History Project,chp2007-07audio3,Audio,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp503,503,"Wilmott Ragsdale, audio 4",,,,,,,,,University of Washington Tacoma Community History Project,chp2007-07audio4,Audio,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp504,504,"Wilmott Ragsdale, audio 5",,,,,,,,,University of Washington Tacoma Community History Project,chp2007-07audio5,Audio,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp505,505,"Wilmott Ragsdale, audio 6",,,,,,,,,University of Washington Tacoma Community History Project,chp2007-07audio6,Audio,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp506,506,Project bibliography,,,,,,,,,University of Washington Tacoma Community History Project,chp2007-07bibliography,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp507,507,The Chronicles of the Life of Wilmott Ragsdale,"Ragsdale, Wilmott","Carter, Alicia J.",2007,"Wilmott Ragsdale presents his life story and gives an overview of his decade-spanning journalism and teaching careers. Notable highlights from this lengthy collection of interviews include: Ragsdale's childhood in Tacoma's early Proctor District; his time as a war correspondent in England during World War II; his opposition to the Canwell Committee and subsequent involvement with the academic freedom movement; and his travels to South America, Europe, the Middle East, and Africa.",,United States -- Washington (State) -- Tacoma,,,University of Washington Tacoma Community History Project,chp2007-07,image,cpd,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp508,508,"Lena Landry, photograph",,,,,,,,,University of Washington Tacoma Community History Project,chp2008-02photograph,Image,image/jpg,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp509,509,"Cecelia La Pointe-Gorman, research essay",,,,,,,,,University of Washington Tacoma Community History Project,chp2008-02essay,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp510,510,"Lena Landry, interview transcript 1",,,,,,,,,University of Washington Tacoma Community History Project,chp2008-02transcript1,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp511,511,"Lena Landry, interview transcript 2",,,,,,,,,University of Washington Tacoma Community History Project,chp2008-02transcript2,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp512,512,"Lena Landry, interview transcript 3",,,,,,,,,University of Washington Tacoma Community History Project,chp2008-02transcript3,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp513,513,"Lena Landry, interview transcript 4",,,,,,,,,University of Washington Tacoma Community History Project,chp2008-02transcript4,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp514,514,"Lena Landry, interview transcript 5",,,,,,,,,University of Washington Tacoma Community History Project,chp2008-02transcript5,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp515,515,The Story of Lena Landry Davis: Puyallup Tribal Elder,"Landry, Lena M.","La Pointe-Gorman, Cecelia",2008,"In this series of interviews, Puyallup Tribal Elder Lena Landry recounts stories from her childhood, focusing in particular on her time at the St. George's and Chemawa Indian Schools and at Cushman Indian Hospital. She also touches on her later work with the Metropolitan Development Council and the Puyallup Tribal Council.",,United States -- Washington (State) -- Tacoma; United States -- Washington (State) -- Fife; United States -- Oregon -- Salem,,,University of Washington Tacoma Community History Project,chp2008-02,Image,cpd,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp516,516,"Shirley Winsley, photograph",,,,,,,,,University of Washington Tacoma Community History Project,chp1998-02photograph1,Image,image/jpg,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp517,517,"Lorraine Wojahn, photograph",,,,,,,,,University of Washington Tacoma Community History Project,chp1998-02photograph2,Image,image/jpg,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp518,518,"Joy Adams, research essay",,,,,,,,,University of Washington Tacoma Community History Project,chp1998-02essay,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp519,519,"Shirley Winsley, interview transcript",,,,,,,,,University of Washington Tacoma Community History Project,chp1998-02transcript1,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp520,520,"Lorraine Wojahn, interview transcript",,,,,,,,,University of Washington Tacoma Community History Project,chp1998-02transcript2,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
